X                  ,Y                  ,Slice
0.00110491879281469,-0.400081145560336 ,Slice 1
0.00220983758562935,-0.324191093958654 ,Slice 1
0.00331475637844404,-0.255057550130008 ,Slice 1
0.0044196751712587 ,-0.189924121571807 ,Slice 1
0.00552459396407339,-0.121381142686613 ,Slice 1
0.00662951275688808,-0.0519219753699313,Slice 1
0.00773443154970274,0.00268564009888217,Slice 1
0.00883935034251743,0.0569594409590837 ,Slice 1
0.00994426913533209,0.113215817487932  ,Slice 1
0.0110491879281468 ,0.178032806579987  ,Slice 1
0.0121541067209614 ,0.242878376181177  ,Slice 1
0.0132590255137761 ,0.313152321162643  ,Slice 1
0.0143639443065908 ,0.380910665760719  ,Slice 1
0.0154688630994055 ,0.450732884979627  ,Slice 1
0.0165737818922202 ,0.515953711829633  ,Slice 1
0.0176787006850348 ,0.584423629096099  ,Slice 1
0.0187836194778495 ,0.63371433443013   ,Slice 1
0.0198885382706642 ,0.692331609869232  ,Slice 1
0.0209934570634789 ,0.757811510015131  ,Slice 1
0.0220983758562936 ,0.829045906844362  ,Slice 1
0.0232032946491082 ,0.899644077530993  ,Slice 1
0.0243082134419229 ,0.970817999286008  ,Slice 1
0.0254131322347376 ,1.03542575014149   ,Slice 1
0.0265180510275523 ,1.09560366755854   ,Slice 1
0.027622969820367  ,1.14559779686254   ,Slice 1
0.0287278886131816 ,1.19336017847035   ,Slice 1
0.0298328074059963 ,1.24942012937585   ,Slice 1
0.030937726198811  ,1.31491248518286   ,Slice 1
0.0320426449916257 ,1.38532244235695   ,Slice 1
0.0331475637844404 ,1.44698207968252   ,Slice 1
0.034252482577255  ,1.50561907094905   ,Slice 1
0.0353574013700697 ,1.57283891763355   ,Slice 1
0.0364623201628844 ,1.6352909833632    ,Slice 1
0.037567238955699  ,1.69029953686464   ,Slice 1
0.0386721577485137 ,1.73555531229225   ,Slice 1
0.0397770765413284 ,1.77235634687351   ,Slice 1
0.0408819953341431 ,1.82705652623547   ,Slice 1
0.0419869141269577 ,1.87955955810875   ,Slice 1
0.0430918329197724 ,1.92998573377117   ,Slice 1
0.0441967517125871 ,1.97458254151222   ,Slice 1
0.0453016705054018 ,1.84243550485561   ,Slice 1
0.0464065892982165 ,1.96454629727762   ,Slice 1
0.0475115080910311 ,1.81614839012642   ,Slice 1
0.0486164268838458 ,2.02789323834512   ,Slice 1
0.0497213456766605 ,2.1776078471584    ,Slice 1
0.0508262644694752 ,2.22859201878095   ,Slice 1
0.0519311832622898 ,2.28018470742634   ,Slice 1
0.0530361020551045 ,2.3337693866338    ,Slice 1
0.0541410208479192 ,2.39642521159092   ,Slice 1
0.0552459396407339 ,2.3636092648069    ,Slice 1
0.0563508584335485 ,2.3598231303844    ,Slice 1
0.0574557772263632 ,2.50250137281576   ,Slice 1
0.0585606960191779 ,2.5489321744097    ,Slice 1
0.0596656148119926 ,2.58870919106251   ,Slice 1
0.0607705336048072 ,2.62959262916167   ,Slice 1
0.0618754523976219 ,2.66625731297334   ,Slice 1
0.0629803711904366 ,2.70637677267524   ,Slice 1
0.0640852899832513 ,2.74451306233348   ,Slice 1
0.065190208776066  ,2.59948233086653   ,Slice 1
0.0662951275688806 ,2.53657008590247   ,Slice 1
0.0674000463616953 ,2.56107633734605   ,Slice 1
0.06850496515451   ,2.59791907541824   ,Slice 1
0.0696098839473247 ,2.90185560274273   ,Slice 1
0.0707148027401394 ,                   ,Slice 1
